property_id,title,description,area_sqft,location,bedrooms,bathrooms,property_type,amenities,listing_date,image_url,price_usd
UK0356,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1647,"Bristol, UK",4,2,Apartment,"Walk-in Closet, Garage, Swimming Pool, Backyard",2024-02-26,https://images.pexels.com/photos/7587882/pexels-photo-7587882.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,202360.0
UK0357,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,2365,"Oxford, UK",4,4,Apartment,"Solar Panels, Walk-in Closet, Garage, Backyard, Swimming Pool",2025-07-30,https://images.pexels.com/photos/7031406/pexels-photo-7031406.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1177847.0
UK0358,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,3942,"Cambridge, UK",4,4,Townhouse,"Backyard, Walk-in Closet, Swimming Pool",2025-04-25,https://images.pexels.com/photos/323775/pexels-photo-323775.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,590711.0
UK0359,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,2915,"Nottingham, UK",3,3,Villa,"Security System, Solar Panels, Smart Home System, Fireplace, Garage, Walk-in Closet",2025-01-19,https://images.pexels.com/photos/5213344/pexels-photo-5213344.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,467472.0
UK0360,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,2685,"Sheffield, UK",6,4,Penthouse,"Swimming Pool, Walk-in Closet, Central AC, Fireplace, Backyard",2025-06-09,https://images.pexels.com/photos/18273285/pexels-photo-18273285.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1234215.0
UK0361,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,5064,"London, UK",4,2,Apartment,"Garage, Swimming Pool, Central AC, Solar Panels",2024-05-29,https://images.pexels.com/photos/7587878/pexels-photo-7587878.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1063955.0
UK0362,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,2911,"Manchester, UK",3,2,Single Family Home,"Smart Home System, Backyard, Fireplace, Swimming Pool",2024-05-31,https://images.pexels.com/photos/8134748/pexels-photo-8134748.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1651821.0
UK0363,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1566,"Birmingham, UK",3,5,Condo,"Fireplace, Swimming Pool, Backyard",2025-07-18,https://images.pexels.com/photos/13203184/pexels-photo-13203184.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1105792.0
UK0364,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,3270,"Leeds, UK",2,3,Single Family Home,"Smart Home System, Swimming Pool, Backyard",2024-12-30,https://images.pexels.com/photos/259588/pexels-photo-259588.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1180932.0
UK0365,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,5142,"Liverpool, UK",3,5,Villa,"Central AC, Security System, Fireplace, Backyard",2024-05-19,https://images.pexels.com/photos/33162457/pexels-photo-33162457.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,126665.0
UK0366,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,4137,"Bristol, UK",6,4,Townhouse,"Smart Home System, Security System, Central AC, Swimming Pool",2025-01-30,https://images.pexels.com/photos/2254182/pexels-photo-2254182.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,282355.0
UK0367,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,4104,"Oxford, UK",5,5,Apartment,"Solar Panels, Walk-in Closet, Smart Home System, Backyard, Security System, Central AC",2025-07-19,https://images.pexels.com/photos/12713155/pexels-photo-12713155.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1686622.0
UK0368,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2907,"Cambridge, UK",5,5,Single Family Home,"Swimming Pool, Fireplace, Backyard, Walk-in Closet, Security System",2024-09-10,https://images.pexels.com/photos/12119564/pexels-photo-12119564.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,489320.0
UK0369,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,5057,"Nottingham, UK",6,4,Townhouse,"Backyard, Smart Home System, Walk-in Closet, Swimming Pool",2025-08-31,https://images.pexels.com/photos/1105754/pexels-photo-1105754.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,481691.0
UK0370,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,4291,"Sheffield, UK",2,4,Townhouse,"Walk-in Closet, Central AC, Solar Panels, Security System",2025-10-10,https://images.pexels.com/photos/164558/pexels-photo-164558.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1815206.0
UK0371,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1525,"London, UK",5,5,Townhouse,"Backyard, Walk-in Closet, Fireplace, Smart Home System, Solar Panels",2024-10-06,https://images.pexels.com/photos/4832503/pexels-photo-4832503.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,231739.0
UK0372,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1314,"Manchester, UK",2,3,Penthouse,"Fireplace, Walk-in Closet, Security System",2025-10-22,https://images.pexels.com/photos/5644257/pexels-photo-5644257.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,498613.0
UK0373,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,4749,"Birmingham, UK",5,5,Single Family Home,"Fireplace, Garage, Backyard, Solar Panels",2025-10-24,https://images.pexels.com/photos/31737860/pexels-photo-31737860.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,798913.0
UK0374,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1181,"Leeds, UK",3,3,Townhouse,"Garage, Walk-in Closet, Swimming Pool, Security System",2025-07-12,https://images.pexels.com/photos/4394214/pexels-photo-4394214.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,741263.0
UK0375,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,5479,"Liverpool, UK",5,4,Villa,"Fireplace, Swimming Pool, Solar Panels, Backyard, Security System, Smart Home System",2024-02-23,https://images.pexels.com/photos/8134745/pexels-photo-8134745.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,694690.0
UK0376,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,2785,"Bristol, UK",4,5,Penthouse,"Swimming Pool, Solar Panels, Central AC, Smart Home System, Backyard, Security System",2024-04-30,https://images.pexels.com/photos/13041121/pexels-photo-13041121.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,615630.0
UK0377,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2587,"Oxford, UK",6,2,Townhouse,"Security System, Swimming Pool, Walk-in Closet, Smart Home System, Garage, Fireplace",2025-04-19,https://images.pexels.com/photos/4258282/pexels-photo-4258282.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1718544.0
UK0378,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,3936,"Cambridge, UK",6,2,Apartment,"Garage, Central AC, Security System, Walk-in Closet, Smart Home System, Fireplace",2025-01-23,https://images.pexels.com/photos/12713153/pexels-photo-12713153.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,463372.0
UK0379,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,2085,"Nottingham, UK",4,5,Townhouse,"Solar Panels, Smart Home System, Fireplace",2024-07-06,https://images.pexels.com/photos/186077/pexels-photo-186077.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1233338.0
UK0380,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,963,"Sheffield, UK",2,5,Single Family Home,"Fireplace, Smart Home System, Walk-in Closet, Backyard, Solar Panels",2024-03-12,https://images.pexels.com/photos/93375/pexels-photo-93375.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,647840.0
UK0381,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,2502,"London, UK",3,4,Penthouse,"Backyard, Smart Home System, Swimming Pool",2025-10-14,https://images.pexels.com/photos/3612406/pexels-photo-3612406.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,415880.0
UK0382,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1929,"Manchester, UK",3,3,Single Family Home,"Solar Panels, Swimming Pool, Fireplace, Smart Home System, Backyard",2025-07-18,https://images.pexels.com/photos/35705942/pexels-photo-35705942.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1929060.0
UK0383,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,4066,"Birmingham, UK",5,3,Penthouse,"Security System, Smart Home System, Swimming Pool, Central AC, Backyard",2024-02-19,https://images.pexels.com/photos/5505129/pexels-photo-5505129.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,540500.0
UK0384,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1379,"Leeds, UK",3,4,Apartment,"Security System, Central AC, Fireplace, Walk-in Closet",2024-10-11,https://images.pexels.com/photos/6510949/pexels-photo-6510949.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,970348.0
UK0385,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,3214,"Liverpool, UK",4,4,Townhouse,"Walk-in Closet, Smart Home System, Solar Panels",2024-03-21,https://images.pexels.com/photos/17924970/pexels-photo-17924970.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,731332.0
UK0386,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,3922,"Bristol, UK",2,2,Townhouse,"Swimming Pool, Walk-in Closet, Garage, Fireplace, Backyard",2024-11-23,https://images.pexels.com/photos/7031608/pexels-photo-7031608.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1663747.0
UK0387,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1771,"Oxford, UK",4,4,Apartment,"Walk-in Closet, Solar Panels, Garage, Swimming Pool, Backyard, Central AC",2024-10-20,https://images.pexels.com/photos/4070983/pexels-photo-4070983.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1252321.0
UK0388,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,3894,"Cambridge, UK",3,3,Villa,"Fireplace, Swimming Pool, Backyard, Smart Home System",2025-07-17,https://images.pexels.com/photos/35306093/pexels-photo-35306093.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1314843.0
UK0389,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,3946,"Nottingham, UK",3,3,Apartment,"Solar Panels, Backyard, Swimming Pool, Smart Home System, Central AC",2025-03-20,https://images.pexels.com/photos/2119714/pexels-photo-2119714.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1780315.0
UK0390,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,4478,"Sheffield, UK",4,5,Penthouse,"Backyard, Walk-in Closet, Smart Home System, Fireplace",2025-05-06,https://images.pexels.com/photos/9976121/pexels-photo-9976121.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,957967.0
UK0391,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2875,"London, UK",6,3,Townhouse,"Solar Panels, Backyard, Smart Home System, Fireplace, Central AC",2025-05-31,https://images.pexels.com/photos/32666364/pexels-photo-32666364.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,945460.0
UK0392,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,4634,"Manchester, UK",4,3,Condo,"Security System, Smart Home System, Fireplace, Garage, Swimming Pool, Central AC",2025-07-07,https://images.pexels.com/photos/4123921/pexels-photo-4123921.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,601055.0
UK0393,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,4482,"Birmingham, UK",4,5,Townhouse,"Smart Home System, Solar Panels, Walk-in Closet, Garage",2024-07-11,https://images.pexels.com/photos/3010014/pexels-photo-3010014.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1521153.0
UK0394,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,5417,"Leeds, UK",5,2,Single Family Home,"Central AC, Smart Home System, Fireplace, Backyard",2024-04-06,https://images.pexels.com/photos/4469150/pexels-photo-4469150.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,522632.0
UK0395,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,3921,"Liverpool, UK",3,5,Condo,"Smart Home System, Swimming Pool, Walk-in Closet",2024-11-28,https://images.pexels.com/photos/30278097/pexels-photo-30278097.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,551870.0
UK0396,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1101,"Bristol, UK",6,3,Single Family Home,"Security System, Garage, Smart Home System, Central AC, Swimming Pool, Backyard",2024-05-29,https://images.pexels.com/photos/129494/pexels-photo-129494.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,388166.0
UK0397,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1693,"Oxford, UK",6,5,Townhouse,"Swimming Pool, Central AC, Walk-in Closet, Fireplace, Security System, Solar Panels",2025-05-18,https://images.pexels.com/photos/8962343/pexels-photo-8962343.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,365170.0
UK0398,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,3164,"Cambridge, UK",2,3,Apartment,"Smart Home System, Fireplace, Swimming Pool, Central AC, Garage, Walk-in Closet",2024-05-05,https://images.pexels.com/photos/2455398/pexels-photo-2455398.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1745973.0
UK0399,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,3326,"Nottingham, UK",3,4,Condo,"Security System, Central AC, Garage",2024-08-06,https://images.pexels.com/photos/7031412/pexels-photo-7031412.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1812118.0
UK0400,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,3160,"Sheffield, UK",6,2,Penthouse,"Backyard, Fireplace, Garage",2025-04-02,https://images.pexels.com/photos/277667/pexels-photo-277667.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1525731.0
UK0401,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,3039,"London, UK",2,3,Villa,"Walk-in Closet, Security System, Smart Home System",2025-02-06,https://images.pexels.com/photos/18435276/pexels-photo-18435276.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,525654.0
UK0402,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,2738,"Manchester, UK",6,5,Condo,"Security System, Backyard, Central AC, Garage, Smart Home System",2024-09-29,https://images.pexels.com/photos/17174768/pexels-photo-17174768.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,1429503.0
