property_id,title,description,price_usd,area_sqft,location,bedrooms,bathrooms,property_type,amenities,listing_date,image_url
USA0270,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1457772,1052,"Los Angeles, CA",4,5,Townhouse,"Garage, Walk-in Closet, Smart Home System, Swimming Pool, Solar Panels",2024-03-24,https://images.pexels.com/photos/13203193/pexels-photo-13203193.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0271,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,2223278,2464,"Los Angeles, CA",4,3,Townhouse,"Smart Home System, Garage, Fireplace, Solar Panels",2024-03-20,https://images.pexels.com/photos/3571200/pexels-photo-3571200.png?auto=compress&cs=tinysrgb&h=650&w=940
USA0272,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,258093,1573,"Chicago, IL",2,3,Townhouse,"Smart Home System, Security System, Central AC, Backyard, Solar Panels",2025-03-14,https://images.pexels.com/photos/7031407/pexels-photo-7031407.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0273,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1881195,5401,"Austin, TX",4,2,Penthouse,"Security System, Smart Home System, Solar Panels, Walk-in Closet",2024-12-05,https://images.pexels.com/photos/8134817/pexels-photo-8134817.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0274,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1824489,4902,"San Francisco, CA",3,5,Condo,"Smart Home System, Security System, Backyard",2024-07-02,https://images.pexels.com/photos/7031413/pexels-photo-7031413.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0275,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,2221591,1014,"Austin, TX",2,4,Penthouse,"Central AC, Security System, Fireplace, Backyard, Solar Panels, Walk-in Closet",2025-04-21,https://images.pexels.com/photos/26812642/pexels-photo-26812642.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0276,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,703131,3568,"Chicago, IL",5,2,Villa,"Solar Panels, Swimming Pool, Smart Home System",2025-03-11,https://images.pexels.com/photos/7587882/pexels-photo-7587882.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0277,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2314297,5495,"San Francisco, CA",5,3,Condo,"Garage, Walk-in Closet, Fireplace, Central AC, Swimming Pool",2025-03-02,https://images.pexels.com/photos/7031406/pexels-photo-7031406.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0278,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1131675,1339,"Houston, TX",3,4,Villa,"Fireplace, Security System, Backyard, Garage, Swimming Pool",2024-04-06,https://images.pexels.com/photos/323775/pexels-photo-323775.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0279,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1562829,5356,"Miami, FL",6,2,Apartment,"Fireplace, Security System, Walk-in Closet, Smart Home System, Garage",2024-07-03,https://images.pexels.com/photos/5213344/pexels-photo-5213344.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0280,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1405747,2464,"Houston, TX",4,2,Townhouse,"Central AC, Swimming Pool, Backyard, Fireplace",2025-05-10,https://images.pexels.com/photos/18273285/pexels-photo-18273285.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0281,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,585292,2367,"Los Angeles, CA",3,5,Townhouse,"Garage, Walk-in Closet, Solar Panels",2024-01-10,https://images.pexels.com/photos/7587878/pexels-photo-7587878.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0282,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,640794,3785,"Chicago, IL",6,2,Penthouse,"Solar Panels, Security System, Backyard, Smart Home System",2024-11-02,https://images.pexels.com/photos/8134748/pexels-photo-8134748.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0283,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,330172,5067,"Boston, MA",3,2,Single Family Home,"Backyard, Fireplace, Swimming Pool, Garage, Solar Panels",2024-07-03,https://images.pexels.com/photos/13203184/pexels-photo-13203184.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0284,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,405475,4912,"Chicago, IL",2,2,Villa,"Backyard, Central AC, Swimming Pool, Solar Panels",2024-01-27,https://images.pexels.com/photos/259588/pexels-photo-259588.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0285,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1768207,2947,"Miami, FL",2,3,Single Family Home,"Central AC, Solar Panels, Backyard, Security System",2025-02-13,https://images.pexels.com/photos/33162457/pexels-photo-33162457.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0286,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2192628,4624,"Austin, TX",5,5,Single Family Home,"Fireplace, Central AC, Smart Home System, Solar Panels",2025-11-11,https://images.pexels.com/photos/2254182/pexels-photo-2254182.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0287,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1901397,4642,"Boston, MA",2,2,Condo,"Backyard, Solar Panels, Security System, Central AC, Fireplace",2024-02-02,https://images.pexels.com/photos/12713155/pexels-photo-12713155.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0288,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2131788,1627,"Boston, MA",3,2,Condo,"Security System, Fireplace, Smart Home System, Garage",2024-02-21,https://images.pexels.com/photos/12119564/pexels-photo-12119564.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0289,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,129043,1008,"Chicago, IL",5,3,Penthouse,"Garage, Smart Home System, Swimming Pool, Security System",2025-08-21,https://images.pexels.com/photos/1105754/pexels-photo-1105754.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0290,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,770106,2566,"Houston, TX",3,5,Condo,"Security System, Central AC, Fireplace, Smart Home System",2025-05-22,https://images.pexels.com/photos/164558/pexels-photo-164558.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0291,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1313313,5232,"San Francisco, CA",5,2,Condo,"Garage, Solar Panels, Security System, Swimming Pool, Walk-in Closet",2024-10-12,https://images.pexels.com/photos/4832503/pexels-photo-4832503.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0292,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1015974,2016,"Atlanta, GA",2,2,Penthouse,"Swimming Pool, Backyard, Security System, Smart Home System, Central AC, Walk-in Closet",2024-09-23,https://images.pexels.com/photos/5644257/pexels-photo-5644257.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0293,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1000424,4386,"Houston, TX",5,5,Single Family Home,"Backyard, Smart Home System, Security System",2024-01-19,https://images.pexels.com/photos/31737860/pexels-photo-31737860.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0294,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1735965,3794,"Los Angeles, CA",3,4,Townhouse,"Central AC, Smart Home System, Walk-in Closet, Garage, Backyard",2025-10-19,https://images.pexels.com/photos/4394214/pexels-photo-4394214.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0295,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,367377,1373,"Austin, TX",3,2,Condo,"Smart Home System, Central AC, Walk-in Closet, Security System",2025-08-13,https://images.pexels.com/photos/8134745/pexels-photo-8134745.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0296,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,543033,3474,"Los Angeles, CA",3,5,Condo,"Backyard, Central AC, Fireplace, Solar Panels, Security System, Smart Home System",2024-08-15,https://images.pexels.com/photos/13041121/pexels-photo-13041121.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0297,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1436437,3577,"San Francisco, CA",4,4,Villa,"Walk-in Closet, Smart Home System, Swimming Pool, Security System",2024-08-09,https://images.pexels.com/photos/4258282/pexels-photo-4258282.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0298,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,246185,2645,"Chicago, IL",4,4,Condo,"Smart Home System, Solar Panels, Walk-in Closet, Garage, Central AC",2024-01-05,https://images.pexels.com/photos/12713153/pexels-photo-12713153.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0299,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,978305,2249,"San Francisco, CA",2,2,Townhouse,"Swimming Pool, Backyard, Security System, Fireplace",2024-04-09,https://images.pexels.com/photos/186077/pexels-photo-186077.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0300,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1397589,1351,"Boston, MA",4,4,Condo,"Solar Panels, Backyard, Security System, Garage, Central AC, Walk-in Closet",2025-11-11,https://images.pexels.com/photos/93375/pexels-photo-93375.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0301,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,2018273,3190,"New York, NY",4,3,Villa,"Smart Home System, Central AC, Garage, Swimming Pool",2024-10-26,https://images.pexels.com/photos/3612406/pexels-photo-3612406.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0302,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,487924,4008,"Chicago, IL",3,4,Townhouse,"Fireplace, Solar Panels, Garage, Walk-in Closet",2024-08-09,https://images.pexels.com/photos/35705942/pexels-photo-35705942.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0303,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1534864,5474,"Boston, MA",5,2,Single Family Home,"Fireplace, Central AC, Backyard, Garage, Security System, Solar Panels",2024-02-09,https://images.pexels.com/photos/5505129/pexels-photo-5505129.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0304,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1329169,4200,"Miami, FL",5,2,Apartment,"Swimming Pool, Solar Panels, Security System, Smart Home System, Backyard, Garage",2025-09-08,https://images.pexels.com/photos/6510949/pexels-photo-6510949.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0305,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1560947,4191,"New York, NY",4,3,Villa,"Security System, Swimming Pool, Walk-in Closet, Backyard, Solar Panels",2025-02-15,https://images.pexels.com/photos/17924970/pexels-photo-17924970.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0306,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1493511,1827,"Chicago, IL",2,2,Townhouse,"Backyard, Central AC, Walk-in Closet, Fireplace, Smart Home System, Garage",2024-02-20,https://images.pexels.com/photos/7031608/pexels-photo-7031608.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0307,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1477318,3589,"Boston, MA",4,4,Penthouse,"Solar Panels, Security System, Smart Home System, Fireplace, Central AC",2025-08-13,https://images.pexels.com/photos/4070983/pexels-photo-4070983.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0308,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1058082,1780,"Boston, MA",5,5,Townhouse,"Solar Panels, Fireplace, Security System, Smart Home System",2024-06-08,https://images.pexels.com/photos/35306093/pexels-photo-35306093.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0309,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1296792,2499,"Miami, FL",2,4,Apartment,"Backyard, Security System, Fireplace, Central AC, Walk-in Closet",2025-08-16,https://images.pexels.com/photos/2119714/pexels-photo-2119714.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0310,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1407615,1202,"Atlanta, GA",2,4,Villa,"Garage, Smart Home System, Backyard, Central AC, Security System",2025-01-06,https://images.pexels.com/photos/9976121/pexels-photo-9976121.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0311,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,277128,4601,"Austin, TX",6,2,Townhouse,"Walk-in Closet, Backyard, Central AC, Smart Home System",2025-11-10,https://images.pexels.com/photos/32666364/pexels-photo-32666364.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0312,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,706348,3005,"Seattle, WA",3,5,Apartment,"Swimming Pool, Security System, Solar Panels",2025-11-02,https://images.pexels.com/photos/4123921/pexels-photo-4123921.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0313,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,600533,3525,"San Francisco, CA",5,5,Townhouse,"Swimming Pool, Garage, Central AC, Fireplace, Backyard",2024-12-17,https://images.pexels.com/photos/3010014/pexels-photo-3010014.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0314,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,541607,1647,"Boston, MA",4,4,Villa,"Solar Panels, Fireplace, Backyard, Smart Home System",2024-11-30,https://images.pexels.com/photos/4469150/pexels-photo-4469150.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0315,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,143067,1658,"Boston, MA",4,2,Apartment,"Solar Panels, Swimming Pool, Fireplace, Garage, Central AC, Security System",2025-04-16,https://images.pexels.com/photos/30278097/pexels-photo-30278097.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
